,year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city
4136,2015,11,Philadelphia Eagles,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,November 22,1:02PM,45,17,521,1,383,4,Eagles,Philadelphia,Buccaneers,Tampa Bay
4137,2015,11,Baltimore Ravens,St. Louis Rams,Baltimore Ravens,,Sun,November 22,1:02PM,16,13,388,2,213,4,Ravens,Baltimore,Rams,St. Louis
4138,2015,11,Chicago Bears,Denver Broncos,Denver Broncos,,Sun,November 22,1:02PM,17,15,389,0,347,2,Bears,Chicago,Broncos,Denver
4139,2015,11,Atlanta Falcons,Indianapolis Colts,Indianapolis Colts,,Sun,November 22,1:02PM,24,21,276,3,375,4,Falcons,Atlanta,Colts,Indianapolis
4140,2015,11,Carolina Panthers,Washington Redskins,Carolina Panthers,,Sun,November 22,1:02PM,44,16,368,0,186,5,Panthers,Carolina,Redskins,Washington
4141,2015,11,Detroit Lions,Oakland Raiders,Detroit Lions,,Sun,November 22,1:02PM,18,13,375,0,216,0,Lions,Detroit,Raiders,Oakland
4142,2015,11,Houston Texans,New York Jets,Houston Texans,,Sun,November 22,1:03PM,24,17,364,1,267,2,Texans,Houston,Jets,New York
4143,2015,11,Miami Dolphins,Dallas Cowboys,Dallas Cowboys,,Sun,November 22,1:03PM,24,14,386,2,210,1,Dolphins,Miami,Cowboys,Dallas
4144,2015,11,San Diego Chargers,Kansas City Chiefs,Kansas City Chiefs,,Sun,November 22,4:05PM,33,3,385,0,201,2,Chargers,San Diego,Chiefs,Kansas City
4145,2015,11,Minnesota Vikings,Green Bay Packers,Green Bay Packers,,Sun,November 22,4:25PM,30,13,320,0,342,1,Vikings,Minnesota,Packers,Green Bay
4146,2015,11,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,,Sun,November 22,4:27PM,29,13,508,0,306,0,Seahawks,Seattle,49ers,San Francisco
4147,2015,11,Arizona Cardinals,Cincinnati Bengals,Arizona Cardinals,,Sun,November 22,8:30PM,34,31,383,2,377,1,Cardinals,Arizona,Bengals,Cincinnati
4148,2015,11,New England Patriots,Buffalo Bills,New England Patriots,,Mon,November 23,8:30PM,20,13,356,1,319,1,Patriots,New England,Bills,Buffalo
4149,2015,12,Detroit Lions,Philadelphia Eagles,Detroit Lions,,Thu,November 26,12:35PM,45,14,430,0,227,1,Lions,Detroit,Eagles,Philadelphia
4150,2015,12,Dallas Cowboys,Carolina Panthers,Carolina Panthers,,Thu,November 26,4:31PM,33,14,294,0,210,3,Cowboys,Dallas,Panthers,Carolina
4151,2015,12,Green Bay Packers,Chicago Bears,Chicago Bears,,Thu,November 26,8:30PM,17,13,290,0,365,2,Packers,Green Bay,Bears,Chicago
4152,2015,12,New York Jets,Miami Dolphins,New York Jets,,Sun,November 29,1:02PM,38,20,411,0,333,2,Jets,New York,Dolphins,Miami
4153,2015,12,Tennessee Titans,Oakland Raiders,Oakland Raiders,,Sun,November 29,1:02PM,24,21,407,2,249,2,Titans,Tennessee,Raiders,Oakland
4154,2015,12,Houston Texans,New Orleans Saints,Houston Texans,,Sun,November 29,1:02PM,24,6,362,1,268,1,Texans,Houston,Saints,New Orleans
4155,2015,12,Indianapolis Colts,Tampa Bay Buccaneers,Indianapolis Colts,,Sun,November 29,1:02PM,25,12,336,0,344,1,Colts,Indianapolis,Buccaneers,Tampa Bay
4156,2015,12,Atlanta Falcons,Minnesota Vikings,Minnesota Vikings,,Sun,November 29,1:02PM,20,10,365,1,326,3,Falcons,Atlanta,Vikings,Minnesota
4157,2015,12,Cincinnati Bengals,St. Louis Rams,Cincinnati Bengals,,Sun,November 29,1:02PM,31,7,376,1,345,3,Bengals,Cincinnati,Rams,St. Louis
4158,2015,12,Washington Redskins,New York Giants,Washington Redskins,,Sun,November 29,1:03PM,20,14,407,0,332,3,Redskins,Washington,Giants,New York
4159,2015,12,Kansas City Chiefs,Buffalo Bills,Kansas City Chiefs,,Sun,November 29,1:03PM,30,22,413,0,415,2,Chiefs,Kansas City,Bills,Buffalo
4160,2015,12,Jacksonville Jaguars,San Diego Chargers,San Diego Chargers,,Sun,November 29,1:03PM,31,25,369,0,420,1,Jaguars,Jacksonville,Chargers,San Diego
4161,2015,12,San Francisco 49ers,Arizona Cardinals,Arizona Cardinals,,Sun,November 29,4:05PM,19,13,337,0,368,2,49ers,San Francisco,Cardinals,Arizona
4162,2015,12,Seattle Seahawks,Pittsburgh Steelers,Seattle Seahawks,,Sun,November 29,4:26PM,39,30,436,0,538,4,Seahawks,Seattle,Steelers,Pittsburgh
4163,2015,12,Denver Broncos,New England Patriots,Denver Broncos,,Sun,November 29,8:30PM,30,24,433,1,301,1,Broncos,Denver,Patriots,New England
4164,2015,12,Cleveland Browns,Baltimore Ravens,Baltimore Ravens,,Mon,November 30,8:30PM,33,27,336,2,338,0,Browns,Cleveland,Ravens,Baltimore
4165,2015,13,Detroit Lions,Green Bay Packers,Green Bay Packers,,Thu,December 3,8:26PM,27,23,313,1,306,1,Lions,Detroit,Packers,Green Bay
4166,2015,13,St. Louis Rams,Arizona Cardinals,Arizona Cardinals,,Sun,December 6,1:00PM,27,3,524,0,212,1,Rams,St. Louis,Cardinals,Arizona
4167,2015,13,Tennessee Titans,Jacksonville Jaguars,Tennessee Titans,,Sun,December 6,1:02PM,42,39,467,2,383,1,Titans,Tennessee,Jaguars,Jacksonville
4168,2015,13,Chicago Bears,San Francisco 49ers,San Francisco 49ers,,Sun,December 6,1:02PM,26,20,291,0,364,1,Bears,Chicago,49ers,San Francisco
4169,2015,13,Buffalo Bills,Houston Texans,Buffalo Bills,,Sun,December 6,1:02PM,30,21,390,0,401,1,Bills,Buffalo,Texans,Houston
4170,2015,13,Minnesota Vikings,Seattle Seahawks,Seattle Seahawks,,Sun,December 6,1:02PM,38,7,433,1,125,1,Vikings,Minnesota,Seahawks,Seattle
4171,2015,13,Tampa Bay Buccaneers,Atlanta Falcons,Tampa Bay Buccaneers,,Sun,December 6,1:03PM,23,19,388,2,319,1,Buccaneers,Tampa Bay,Falcons,Atlanta
4172,2015,13,Cleveland Browns,Cincinnati Bengals,Cincinnati Bengals,,Sun,December 6,1:03PM,37,3,377,0,273,2,Browns,Cleveland,Bengals,Cincinnati
4173,2015,13,Miami Dolphins,Baltimore Ravens,Miami Dolphins,,Sun,December 6,1:03PM,15,13,219,1,375,2,Dolphins,Miami,Ravens,Baltimore
4174,2015,13,New York Giants,New York Jets,New York Jets,,Sun,December 6,1:03PM,23,20,463,1,355,1,Giants,New York,Jets,New York
4175,2015,13,San Diego Chargers,Denver Broncos,Denver Broncos,,Sun,December 6,4:05PM,17,3,293,1,272,3,Chargers,San Diego,Broncos,Denver
4176,2015,13,Oakland Raiders,Kansas City Chiefs,Kansas City Chiefs,,Sun,December 6,4:05PM,34,20,232,2,361,3,Raiders,Oakland,Chiefs,Kansas City
4177,2015,13,New Orleans Saints,Carolina Panthers,Carolina Panthers,,Sun,December 6,4:25PM,41,38,497,3,334,1,Saints,New Orleans,Panthers,Carolina
4178,2015,13,New England Patriots,Philadelphia Eagles,Philadelphia Eagles,,Sun,December 6,4:25PM,35,28,248,1,427,2,Patriots,New England,Eagles,Philadelphia
4179,2015,13,Pittsburgh Steelers,Indianapolis Colts,Pittsburgh Steelers,,Sun,December 6,8:30PM,45,10,522,2,240,3,Steelers,Pittsburgh,Colts,Indianapolis
4180,2015,13,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Mon,December 7,8:31PM,19,16,318,3,266,1,Redskins,Washington,Cowboys,Dallas
4181,2015,14,Arizona Cardinals,Minnesota Vikings,Arizona Cardinals,,Thu,December 10,8:25PM,23,20,393,0,389,3,Cardinals,Arizona,Vikings,Minnesota
4182,2015,14,Philadelphia Eagles,Buffalo Bills,Philadelphia Eagles,,Sun,December 13,1:01PM,23,20,348,1,412,2,Eagles,Philadelphia,Bills,Buffalo
4183,2015,14,Tampa Bay Buccaneers,New Orleans Saints,New Orleans Saints,,Sun,December 13,1:02PM,24,17,388,0,291,0,Buccaneers,Tampa Bay,Saints,New Orleans
4184,2015,14,New York Jets,Tennessee Titans,New York Jets,,Sun,December 13,1:02PM,30,8,439,0,292,1,Jets,New York,Titans,Tennessee
4185,2015,14,Baltimore Ravens,Seattle Seahawks,Seattle Seahawks,,Sun,December 13,1:02PM,35,6,424,1,302,2,Ravens,Baltimore,Seahawks,Seattle
4186,2015,14,Chicago Bears,Washington Redskins,Washington Redskins,,Sun,December 13,1:02PM,24,21,374,1,377,1,Bears,Chicago,Redskins,Washington
4187,2015,14,Jacksonville Jaguars,Indianapolis Colts,Jacksonville Jaguars,,Sun,December 13,1:02PM,51,16,380,2,322,2,Jaguars,Jacksonville,Colts,Indianapolis
4188,2015,14,Cincinnati Bengals,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,December 13,1:02PM,33,20,354,1,385,3,Bengals,Cincinnati,Steelers,Pittsburgh
4189,2015,14,St. Louis Rams,Detroit Lions,St. Louis Rams,,Sun,December 13,1:02PM,21,14,317,2,331,1,Rams,St. Louis,Lions,Detroit
4190,2015,14,Cleveland Browns,San Francisco 49ers,Cleveland Browns,,Sun,December 13,1:02PM,24,10,481,2,221,0,Browns,Cleveland,49ers,San Francisco
4191,2015,14,Carolina Panthers,Atlanta Falcons,Carolina Panthers,,Sun,December 13,1:03PM,38,0,424,0,230,4,Panthers,Carolina,Falcons,Atlanta
4192,2015,14,Kansas City Chiefs,San Diego Chargers,Kansas City Chiefs,,Sun,December 13,1:03PM,10,3,329,2,280,1,Chiefs,Kansas City,Chargers,San Diego
4193,2015,14,Denver Broncos,Oakland Raiders,Oakland Raiders,,Sun,December 13,4:05PM,15,12,126,0,310,2,Broncos,Denver,Raiders,Oakland
4194,2015,14,Green Bay Packers,Dallas Cowboys,Green Bay Packers,,Sun,December 13,4:25PM,28,7,435,0,270,1,Packers,Green Bay,Cowboys,Dallas
4195,2015,14,Houston Texans,New England Patriots,New England Patriots,,Sun,December 13,8:31PM,27,6,313,1,189,1,Texans,Houston,Patriots,New England
4196,2015,14,Miami Dolphins,New York Giants,New York Giants,,Mon,December 14,8:30PM,31,24,429,1,363,1,Dolphins,Miami,Giants,New York
4197,2015,15,St. Louis Rams,Tampa Bay Buccaneers,St. Louis Rams,,Thu,December 17,8:25PM,31,23,319,0,509,2,Rams,St. Louis,Buccaneers,Tampa Bay
4198,2015,15,Dallas Cowboys,New York Jets,New York Jets,,Sat,December 19,8:26PM,19,16,372,1,309,4,Cowboys,Dallas,Jets,New York
4199,2015,15,New York Giants,Carolina Panthers,Carolina Panthers,,Sun,December 20,1:02PM,38,35,480,1,406,2,Giants,New York,Panthers,Carolina
4200,2015,15,Minnesota Vikings,Chicago Bears,Minnesota Vikings,,Sun,December 20,1:02PM,38,17,350,0,293,2,Vikings,Minnesota,Bears,Chicago
4201,2015,15,Indianapolis Colts,Houston Texans,Houston Texans,,Sun,December 20,1:02PM,16,10,305,2,190,2,Colts,Indianapolis,Texans,Houston
4202,2015,15,New England Patriots,Tennessee Titans,New England Patriots,,Sun,December 20,1:02PM,33,16,346,1,282,3,Patriots,New England,Titans,Tennessee
4203,2015,15,Jacksonville Jaguars,Atlanta Falcons,Atlanta Falcons,,Sun,December 20,1:02PM,23,17,328,1,370,1,Jaguars,Jacksonville,Falcons,Atlanta
4204,2015,15,Baltimore Ravens,Kansas City Chiefs,Kansas City Chiefs,,Sun,December 20,1:02PM,34,14,277,0,366,3,Ravens,Baltimore,Chiefs,Kansas City
4205,2015,15,Washington Redskins,Buffalo Bills,Washington Redskins,,Sun,December 20,1:03PM,35,25,431,1,452,0,Redskins,Washington,Bills,Buffalo
4206,2015,15,Oakland Raiders,Green Bay Packers,Green Bay Packers,,Sun,December 20,4:05PM,30,20,293,2,372,2,Raiders,Oakland,Packers,Green Bay
4207,2015,15,Seattle Seahawks,Cleveland Browns,Seattle Seahawks,,Sun,December 20,4:06PM,30,13,423,0,230,1,Seahawks,Seattle,Browns,Cleveland
4208,2015,15,San Diego Chargers,Miami Dolphins,San Diego Chargers,,Sun,December 20,4:25PM,30,14,442,2,231,1,Chargers,San Diego,Dolphins,Miami
4209,2015,15,San Francisco 49ers,Cincinnati Bengals,Cincinnati Bengals,,Sun,December 20,4:25PM,24,14,242,1,318,4,49ers,San Francisco,Bengals,Cincinnati
4210,2015,15,Pittsburgh Steelers,Denver Broncos,Pittsburgh Steelers,,Sun,December 20,4:25PM,34,27,377,2,385,2,Steelers,Pittsburgh,Broncos,Denver
4211,2015,15,Philadelphia Eagles,Arizona Cardinals,Arizona Cardinals,,Sun,December 20,8:31PM,40,17,493,0,424,4,Eagles,Philadelphia,Cardinals,Arizona
4212,2015,15,New Orleans Saints,Detroit Lions,Detroit Lions,,Mon,December 21,8:30PM,35,27,396,1,399,0,Saints,New Orleans,Lions,Detroit
4213,2015,16,Oakland Raiders,San Diego Chargers,Oakland Raiders,,Thu,December 24,8:26PM,23,20,281,1,343,1,Raiders,Oakland,Chargers,San Diego
4214,2015,16,Philadelphia Eagles,Washington Redskins,Washington Redskins,,Sat,December 26,8:26PM,38,24,418,0,398,2,Eagles,Philadelphia,Redskins,Washington
4215,2015,16,Atlanta Falcons,Carolina Panthers,Atlanta Falcons,,Sun,December 27,1:02PM,20,13,373,1,268,1,Falcons,Atlanta,Panthers,Carolina
4216,2015,16,Tennessee Titans,Houston Texans,Houston Texans,,Sun,December 27,1:02PM,34,6,330,1,257,4,Titans,Tennessee,Texans,Houston
4217,2015,16,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,,Sun,December 27,1:02PM,20,17,386,0,308,3,Ravens,Baltimore,Steelers,Pittsburgh
4218,2015,16,Buffalo Bills,Dallas Cowboys,Buffalo Bills,,Sun,December 27,1:02PM,16,6,408,2,307,2,Bills,Buffalo,Cowboys,Dallas
4219,2015,16,Miami Dolphins,Indianapolis Colts,Indianapolis Colts,,Sun,December 27,1:02PM,18,12,268,0,361,1,Dolphins,Miami,Colts,Indianapolis
4220,2015,16,New York Jets,New England Patriots,New York Jets,,Sun,December 27,1:02PM,26,20,428,1,284,1,Jets,New York,Patriots,New England
4221,2015,16,Detroit Lions,San Francisco 49ers,Detroit Lions,,Sun,December 27,1:03PM,32,17,371,0,322,1,Lions,Detroit,49ers,San Francisco
4222,2015,16,Kansas City Chiefs,Cleveland Browns,Kansas City Chiefs,,Sun,December 27,1:03PM,17,13,258,1,368,1,Chiefs,Kansas City,Browns,Cleveland
4223,2015,16,Tampa Bay Buccaneers,Chicago Bears,Chicago Bears,,Sun,December 27,1:03PM,26,21,327,0,389,3,Buccaneers,Tampa Bay,Bears,Chicago
4224,2015,16,New Orleans Saints,Jacksonville Jaguars,New Orleans Saints,,Sun,December 27,4:05PM,38,27,537,0,412,2,Saints,New Orleans,Jaguars,Jacksonville
4225,2015,16,Arizona Cardinals,Green Bay Packers,Arizona Cardinals,,Sun,December 27,4:25PM,38,8,381,2,178,4,Cardinals,Arizona,Packers,Green Bay
4226,2015,16,Seattle Seahawks,St. Louis Rams,St. Louis Rams,,Sun,December 27,4:26PM,23,17,205,0,312,3,Seahawks,Seattle,Rams,St. Louis
4227,2015,16,Minnesota Vikings,New York Giants,Minnesota Vikings,,Sun,December 27,8:30PM,49,17,368,0,363,3,Vikings,Minnesota,Giants,New York
4228,2015,16,Denver Broncos,Cincinnati Bengals,Denver Broncos,,Mon,December 28,8:30PM,20,17,390,1,294,1,Broncos,Denver,Bengals,Cincinnati
4229,2015,17,Chicago Bears,Detroit Lions,Detroit Lions,,Sun,January 3,1:02PM,24,20,349,0,345,3,Bears,Chicago,Lions,Detroit
4230,2015,17,Indianapolis Colts,Tennessee Titans,Indianapolis Colts,,Sun,January 3,1:02PM,30,24,327,1,231,1,Colts,Indianapolis,Titans,Tennessee
4231,2015,17,Cincinnati Bengals,Baltimore Ravens,Cincinnati Bengals,,Sun,January 3,1:02PM,24,16,292,0,341,2,Bengals,Cincinnati,Ravens,Baltimore
4232,2015,17,Atlanta Falcons,New Orleans Saints,New Orleans Saints,,Sun,January 3,1:02PM,20,17,390,1,414,2,Falcons,Atlanta,Saints,New Orleans
4233,2015,17,Miami Dolphins,New England Patriots,Miami Dolphins,,Sun,January 3,1:02PM,20,10,438,0,196,0,Dolphins,Miami,Patriots,New England
4234,2015,17,Houston Texans,Jacksonville Jaguars,Houston Texans,,Sun,January 3,1:02PM,30,6,402,1,215,4,Texans,Houston,Jaguars,Jacksonville
4235,2015,17,Cleveland Browns,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,January 3,1:02PM,28,12,379,3,263,4,Browns,Cleveland,Steelers,Pittsburgh
4236,2015,17,Buffalo Bills,New York Jets,Buffalo Bills,,Sun,January 3,1:02PM,22,17,295,1,300,3,Bills,Buffalo,Jets,New York
4237,2015,17,Dallas Cowboys,Washington Redskins,Washington Redskins,,Sun,January 3,1:03PM,34,23,437,0,512,4,Cowboys,Dallas,Redskins,Washington
4238,2015,17,New York Giants,Philadelphia Eagles,Philadelphia Eagles,,Sun,January 3,1:03PM,35,30,435,2,502,1,Giants,New York,Eagles,Philadelphia
4239,2015,17,Denver Broncos,San Diego Chargers,Denver Broncos,,Sun,January 3,4:25PM,27,20,503,5,317,1,Broncos,Denver,Chargers,San Diego
4240,2015,17,San Francisco 49ers,St. Louis Rams,San Francisco 49ers,,Sun,January 3,4:25PM,19,16,458,1,364,0,49ers,San Francisco,Rams,St. Louis
4241,2015,17,Carolina Panthers,Tampa Bay Buccaneers,Carolina Panthers,,Sun,January 3,4:25PM,38,10,366,2,386,3,Panthers,Carolina,Buccaneers,Tampa Bay
4242,2015,17,Arizona Cardinals,Seattle Seahawks,Seattle Seahawks,,Sun,January 3,4:25PM,36,6,354,0,232,3,Cardinals,Arizona,Seahawks,Seattle
4243,2015,17,Kansas City Chiefs,Oakland Raiders,Kansas City Chiefs,,Sun,January 3,4:26PM,23,17,339,2,205,1,Chiefs,Kansas City,Raiders,Oakland
4244,2015,17,Green Bay Packers,Minnesota Vikings,Minnesota Vikings,,Sun,January 3,8:30PM,20,13,242,2,350,2,Packers,Green Bay,Vikings,Minnesota
4256,2016,1,Denver Broncos,Carolina Panthers,Denver Broncos,,Thu,September 8,8:40PM,21,20,307,3,333,1,Broncos,Denver,Panthers,Carolina
4257,2016,1,Jacksonville Jaguars,Green Bay Packers,Green Bay Packers,,Sun,September 11,1:04PM,27,23,294,0,348,1,Jaguars,Jacksonville,Packers,Green Bay
4258,2016,1,Baltimore Ravens,Buffalo Bills,Baltimore Ravens,,Sun,September 11,1:04PM,13,7,308,1,160,0,Ravens,Baltimore,Bills,Buffalo
4259,2016,1,Kansas City Chiefs,San Diego Chargers,Kansas City Chiefs,,Sun,September 11,1:05PM,33,27,413,1,388,0,Chiefs,Kansas City,Chargers,San Diego
4260,2016,1,Atlanta Falcons,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,September 11,1:05PM,31,24,371,1,374,0,Falcons,Atlanta,Buccaneers,Tampa Bay
4261,2016,1,Tennessee Titans,Minnesota Vikings,Minnesota Vikings,,Sun,September 11,1:05PM,25,16,301,0,316,3,Titans,Tennessee,Vikings,Minnesota
4262,2016,1,New Orleans Saints,Oakland Raiders,Oakland Raiders,,Sun,September 11,1:05PM,35,34,486,0,507,1,Saints,New Orleans,Raiders,Oakland
4263,2016,1,New York Jets,Cincinnati Bengals,Cincinnati Bengals,,Sun,September 11,1:05PM,23,22,381,1,340,1,Jets,New York,Bengals,Cincinnati
4264,2016,1,Philadelphia Eagles,Cleveland Browns,Philadelphia Eagles,,Sun,September 11,1:05PM,29,10,403,0,288,1,Eagles,Philadelphia,Browns,Cleveland
4265,2016,1,Houston Texans,Chicago Bears,Houston Texans,,Sun,September 11,1:05PM,23,14,344,1,258,1,Texans,Houston,Bears,Chicago
4266,2016,1,Seattle Seahawks,Miami Dolphins,Seattle Seahawks,,Sun,September 11,4:08PM,12,10,352,2,214,0,Seahawks,Seattle,Dolphins,Miami
4267,2016,1,Dallas Cowboys,New York Giants,New York Giants,,Sun,September 11,4:27PM,20,19,316,1,328,0,Cowboys,Dallas,Giants,New York
4268,2016,1,Indianapolis Colts,Detroit Lions,Detroit Lions,,Sun,September 11,4:27PM,39,35,448,0,450,0,Colts,Indianapolis,Lions,Detroit
4269,2016,1,Arizona Cardinals,New England Patriots,New England Patriots,,Sun,September 11,8:30PM,23,21,363,2,344,0,Cardinals,Arizona,Patriots,New England
4270,2016,1,Washington Redskins,Pittsburgh Steelers,Pittsburgh Steelers,,Mon,September 12,7:11PM,38,16,437,1,384,2,Redskins,Washington,Steelers,Pittsburgh
4271,2016,1,San Francisco 49ers,Los Angeles Rams,San Francisco 49ers,,Mon,September 12,10:20PM,28,0,320,1,185,2,49ers,San Francisco,Rams,Los Angeles
4272,2016,2,Buffalo Bills,New York Jets,New York Jets,,Thu,September 15,8:26PM,37,31,493,1,393,1,Bills,Buffalo,Jets,New York
4273,2016,2,New England Patriots,Miami Dolphins,New England Patriots,,Sun,September 18,1:02PM,31,24,463,1,457,4,Patriots,New England,Dolphins,Miami
4274,2016,2,Detroit Lions,Tennessee Titans,Tennessee Titans,,Sun,September 18,1:02PM,16,15,363,1,375,1,Lions,Detroit,Titans,Tennessee
4275,2016,2,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,,Sun,September 18,1:02PM,24,16,374,2,412,2,Steelers,Pittsburgh,Bengals,Cincinnati
4276,2016,2,Cleveland Browns,Baltimore Ravens,Baltimore Ravens,,Sun,September 18,1:02PM,25,20,382,2,387,2,Browns,Cleveland,Ravens,Baltimore
4277,2016,2,Houston Texans,Kansas City Chiefs,Houston Texans,,Sun,September 18,1:02PM,19,12,351,2,291,3,Texans,Houston,Chiefs,Kansas City
4278,2016,2,Carolina Panthers,San Francisco 49ers,Carolina Panthers,,Sun,September 18,1:03PM,46,27,529,4,302,3,Panthers,Carolina,49ers,San Francisco
4279,2016,2,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Sun,September 18,1:03PM,27,23,380,1,432,1,Redskins,Washington,Cowboys,Dallas
4280,2016,2,New York Giants,New Orleans Saints,New York Giants,,Sun,September 18,1:03PM,16,13,417,3,288,0,Giants,New York,Saints,New Orleans
4281,2016,2,Arizona Cardinals,Tampa Bay Buccaneers,Arizona Cardinals,,Sun,September 18,1:05PM,40,7,416,0,306,5,Cardinals,Arizona,Buccaneers,Tampa Bay
4282,2016,2,Los Angeles Rams,Seattle Seahawks,Los Angeles Rams,,Sun,September 18,4:08PM,9,3,283,0,306,1,Rams,Los Angeles,Seahawks,Seattle
4283,2016,2,San Diego Chargers,Jacksonville Jaguars,San Diego Chargers,,Sun,September 18,4:25PM,38,14,357,1,388,3,Chargers,San Diego,Jaguars,Jacksonville
4284,2016,2,Oakland Raiders,Atlanta Falcons,Atlanta Falcons,,Sun,September 18,4:25PM,35,28,528,1,454,0,Raiders,Oakland,Falcons,Atlanta
4285,2016,2,Denver Broncos,Indianapolis Colts,Denver Broncos,,Sun,September 18,4:25PM,34,20,400,1,253,2,Broncos,Denver,Colts,Indianapolis
4286,2016,2,Minnesota Vikings,Green Bay Packers,Minnesota Vikings,,Sun,September 18,8:32PM,17,14,284,1,263,3,Vikings,Minnesota,Packers,Green Bay
4287,2016,2,Chicago Bears,Philadelphia Eagles,Philadelphia Eagles,,Mon,September 19,8:30PM,29,14,280,0,284,3,Bears,Chicago,Eagles,Philadelphia
4288,2016,3,New England Patriots,Houston Texans,New England Patriots,,Thu,September 22,8:26PM,27,0,282,0,284,3,Patriots,New England,Texans,Houston
4289,2016,3,Buffalo Bills,Arizona Cardinals,Buffalo Bills,,Sun,September 25,1:02PM,33,18,297,1,348,5,Bills,Buffalo,Cardinals,Arizona
4290,2016,3,Miami Dolphins,Cleveland Browns,Miami Dolphins,,Sun,September 25,1:02PM,30,24,426,3,430,1,Dolphins,Miami,Browns,Cleveland
4291,2016,3,Tennessee Titans,Oakland Raiders,Oakland Raiders,,Sun,September 25,1:02PM,17,10,368,1,393,3,Titans,Tennessee,Raiders,Oakland
4292,2016,3,Jacksonville Jaguars,Baltimore Ravens,Baltimore Ravens,,Sun,September 25,1:02PM,19,17,283,3,216,3,Jaguars,Jacksonville,Ravens,Baltimore
4293,2016,3,Carolina Panthers,Minnesota Vikings,Minnesota Vikings,,Sun,September 25,1:02PM,22,10,211,0,306,3,Panthers,Carolina,Vikings,Minnesota
4294,2016,3,Green Bay Packers,Detroit Lions,Green Bay Packers,,Sun,September 25,1:02PM,34,27,324,0,418,1,Packers,Green Bay,Lions,Detroit
4295,2016,3,New York Giants,Washington Redskins,Washington Redskins,,Sun,September 25,1:02PM,29,27,403,1,457,3,Giants,New York,Redskins,Washington
4296,2016,3,Cincinnati Bengals,Denver Broncos,Denver Broncos,,Sun,September 25,1:02PM,29,17,355,1,332,2,Bengals,Cincinnati,Broncos,Denver
4297,2016,3,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,,Sun,September 25,4:05PM,37,18,418,2,254,1,Seahawks,Seattle,49ers,San Francisco
4298,2016,3,Tampa Bay Buccaneers,Los Angeles Rams,Los Angeles Rams,,Sun,September 25,4:05PM,37,32,320,2,472,2,Buccaneers,Tampa Bay,Rams,Los Angeles
4299,2016,3,Philadelphia Eagles,Pittsburgh Steelers,Philadelphia Eagles,,Sun,September 25,4:25PM,34,3,426,0,251,2,Eagles,Philadelphia,Steelers,Pittsburgh
4300,2016,3,Indianapolis Colts,San Diego Chargers,Indianapolis Colts,,Sun,September 25,4:25PM,26,22,410,2,352,3,Colts,Indianapolis,Chargers,San Diego
4301,2016,3,Kansas City Chiefs,New York Jets,Kansas City Chiefs,,Sun,September 25,4:26PM,24,3,293,1,305,8,Chiefs,Kansas City,Jets,New York
4302,2016,3,Dallas Cowboys,Chicago Bears,Dallas Cowboys,,Sun,September 25,8:31PM,31,17,447,1,390,2,Cowboys,Dallas,Bears,Chicago
4303,2016,3,New Orleans Saints,Atlanta Falcons,Atlanta Falcons,,Mon,September 26,8:30PM,45,32,442,0,474,2,Saints,New Orleans,Falcons,Atlanta
4304,2016,4,Cincinnati Bengals,Miami Dolphins,Cincinnati Bengals,,Thu,September 29,8:26PM,22,7,362,0,222,2,Bengals,Cincinnati,Dolphins,Miami
4305,2016,4,Jacksonville Jaguars,Indianapolis Colts,Jacksonville Jaguars,,Sun,October 2,9:35AM,30,27,331,0,284,1,Jaguars,Jacksonville,Colts,Indianapolis
4306,2016,4,Chicago Bears,Detroit Lions,Chicago Bears,,Sun,October 2,1:00PM,17,14,408,0,263,2,Bears,Chicago,Lions,Detroit
4307,2016,4,Baltimore Ravens,Oakland Raiders,Oakland Raiders,,Sun,October 2,1:02PM,28,27,261,1,412,1,Ravens,Baltimore,Raiders,Oakland
4308,2016,4,New England Patriots,Buffalo Bills,Buffalo Bills,,Sun,October 2,1:02PM,16,0,378,0,277,1,Patriots,New England,Bills,Buffalo
4309,2016,4,Houston Texans,Tennessee Titans,Houston Texans,,Sun,October 2,1:02PM,27,20,359,2,320,1,Texans,Houston,Titans,Tennessee
4310,2016,4,New York Jets,Seattle Seahawks,Seattle Seahawks,,Sun,October 2,1:03PM,27,17,354,0,305,3,Jets,New York,Seahawks,Seattle
4311,2016,4,Atlanta Falcons,Carolina Panthers,Atlanta Falcons,,Sun,October 2,1:04PM,48,33,571,1,378,2,Falcons,Atlanta,Panthers,Carolina
4312,2016,4,Washington Redskins,Cleveland Browns,Washington Redskins,,Sun,October 2,1:05PM,31,20,301,1,380,3,Redskins,Washington,Browns,Cleveland
